Label	Saturated	J.D.-2400000	JD_UTC	JD_SOBS	HJD_UTC	BJD_TDB	AIRMASS	ALT_OBJ	CCD-TEMP	EXPTIME	RAOBJ2K	DECOBJ2K	rel_flux_T1	rel_flux_C2	rel_flux_err_T1	rel_flux_err_C2	rel_flux_SNR_T1	rel_flux_SNR_C2	tot_C_cnts	tot_C_err	RA_T1	DEC_T1	Source-Sky_T1	Source_Error_T1	Source_AMag_T1	Source_AMag_Err_T1	Peak_T1	RA_C2	DEC_C2	Source-Sky_C2	Source_Error_C2	Source_AMag_C2	Source_AMag_Err_C2	Peak_C2
W Ursae Majoris_60sec_2x2__0044_Processed_I.fits	65220	61149.66068287054	2461149.6606828705	2461149.6603356483	2461149.6613178933	2461149.6621058523	1.1023829532983063	65.07428562236761	-4.9	NaN	9.7292975	55.95251944444445	1.880066836410351	0	0.0006910321401816	0	2720.6648245279066	0	14569274.366793692	4466.324044895668	9.729312216058455	55.95239659638118	27391209.567572236	5554.451911932872	11.014566778212808	0.0003989968586947	59264	9.708083457366607	56.18728633513206	14569274.366793692	4466.324044895668	11.7	0.0003327898466305	65220
W Ursae Majoris_60sec_2x2__0045_Processed_I.fits	65160	61149.661435185	2461149.661435185	2461149.661087963	2461149.662070151	2461149.66285811	1.1031620755547027	64.98707077798643	-4.9	NaN	9.7292975	55.95251944444445	1.9072542606521141	0	0.0007089171405209	0	2690.376846087672	0	14263522.165460693	4435.466640939214	9.729311399597133	55.952406749153894	27204163.421980776	5539.076967475405	10.998978515631698	0.0004034878886531	58977	9.708082456555843	56.18729628882087	14263522.165460693	4435.466640939214	11.7	0.0003375742716486	65160
W Ursae Majoris_60sec_2x2__0046_Processed_I.fits	65220	61149.66219907394	2461149.662199074	2461149.6618518517	2461149.662833982	2461149.663621941	1.103966775195554	64.89741901262416	-4.9	NaN	9.7292975	55.95251944444445	1.892283807601106	0	0.000698849436759	0	2707.7131468787934	0	14440492.09221987	4454.409013385122	9.729313136422341	55.95238909382583	27325509.359899476	5549.312271644954	11.007534317256873	0.0004009050093955	59264	9.708083082338398	56.187280351468125	14440492.09221987	4454.409013385122	11.7	0.0003348616749802	65220
W Ursae Majoris_60sec_2x2__0047_Processed_I.fits	65220	61149.66295138886	2461149.662951389	2461149.6626041667	2461149.6635862407	2461149.664374199	1.1047727045159246	64.80805954081181	-5	NaN	9.7292975	55.95251944444445	1.8945920868213344	0	0.0006998245751486	0	2707.238576780593	0	14441696.915641963	4457.013541092203	9.729311406848327	55.952403601875325	27361124.696647335	5553.338478107126	11.006210702382578	0.0004009752737613	59264	9.70808232967797	56.187293301143406	14441696.915641963	4457.013541092203	11.7	0.0003350294925748	65220
W Ursae Majoris_60sec_2x2__0048_Processed_I.fits	65160	61149.6637152778	2461149.663715278	2461149.6633680556	2461149.664350072	2461149.665138031	1.1056047001402745	64.71625554337685	-5	NaN	9.7292975	55.95251944444445	1.8911840282725165	0	0.0006974498509003	0	2711.569908332713	0	14462064.942090577	4453.559394024862	9.729311531356457	55.952413737067324	27350426.234321594	5549.800118415207	11.008165521390078	0.0004003348931838	58977	9.708083154030222	56.187282386251354	14462064.942090577	4453.559394024862	11.7	0.0003342984783038	65160
W Ursae Majoris_60sec_2x2__0049_Processed_I.fits	65220	61149.664479166735	2461149.6644791667	2461149.6641319445	2461149.665113903	2461149.665901862	1.1064505074923638	64.62338636289984	-5	NaN	9.7292975	55.95251944444445	1.9134860616786817	0	0.0007130655539493	0	2683.464445983624	0	14205127.481709167	4431.668779079822	9.729312247326849	55.952394125379506	27181313.440619286	5539.955706871285	10.995436742349792	0.0004045270491355	59264	9.708082837951743	56.187284123845636	14205127.481709167	4431.668779079822	11.7	0.0003386715709548	65220
W Ursae Majoris_60sec_2x2__0050_Processed_I.fits	65220	61149.66523148166	2461149.6652314817	2461149.6648842595	2461149.665866161	2461149.66665412	1.1072970387838805	64.53089562047282	-4.9	NaN	9.7292975	55.95251944444445	1.9476502981239743	0	0.0007306645982974	0	2665.5873333161053	0	13996348.022250202	4411.621437412622	9.729311687898454	55.95242061379985	27259991.398182504	5545.857619570139	10.976222545785133	0.0004072395543536	59264	9.708081805825094	56.187294045292944	13996348.022250202	4411.621437412622	11.7	0.0003421679991436	65220
W Ursae Majoris_60sec_2x2__0051_Processed_I.fits	65160	61149.66599537013	2461149.66599537	2461149.665648148	2461149.666629992	2461149.667417951	1.1081703814853627	64.4359501078043	-4.9	NaN	9.7292975	55.95251944444445	1.9671053064239676	0	0.0007404471017118	0	2656.645291576388	0	13881533.646013537	4399.126517909228	9.729314283220463	55.95239252605606	27306438.496376075	5546.581767603304	10.965430975170314	0.0004086100301007	58977	9.708083442629048	56.187291040089946	13881533.646013537	4399.126517909228	11.7	0.0003440206533625	65160
W Ursae Majoris_60sec_2x2__0052_Processed_I.fits	65220	61149.666747685056	2461149.666747685	2461149.666400463	2461149.66738225	2461149.668170209	1.109044112760683	64.3414391232026	-5	NaN	9.7292975	55.95251944444445	1.8913413729262523	0	0.0006510685739424	0	2904.980287212711	0	16041186.429219987	4601.846998796871	9.729309997905707	55.95238794144228	30339359.564406898	5772.4817218195585	11.008075192961758	0.0003736856244575	59264	9.708085596754865	56.187257384495226	16041186.429219987	4601.846998796871	11.7	0.0003114280467681	65220
W Ursae Majoris_60sec_2x2__0053_Processed_I.fits	65220	61149.66749999998	2461149.6675	2461149.667152778	2461149.668134508	2461149.668922467	1.1099314017861004	64.24594397907876	-4.9	NaN	9.7292975	55.95251944444445	1.8834917798115014	0	0.0006369084546077	0	2957.2409758189247	0	16480019.515448254	4637.395653897151	9.729313086325202	55.95239675687332	31039981.28847991	5820.663381677334	11.012590677157618	0.0003670829271315	59264	9.708087875181924	56.18725568263675	16480019.515448254	4637.395653897151	11.7	0.0003054777984341	65220
W Ursae Majoris_60sec_2x2__0054_Processed_I.fits	65220	61149.66826388892	2461149.668263889	2461149.6679166667	2461149.66889834	2461149.6696862984	1.110846256504251	64.14798508362395	-4.9	NaN	9.7292975	55.95251944444445	1.9439559070065908	0	0.0006792946771196	0	2861.726983125385	0	15545304.758660272	4552.789456496602	9.729314039043958	55.95240272634741	30219387.011815302	5760.235294446129	10.978283975017288	0.000379332674244	59264	9.708086926698607	56.18726170150816	15545304.758660272	4552.789456496602	11.7	0.0003179355252829	65220
W Ursae Majoris_60sec_2x2__0055_Processed_I.fits	65220	61149.66901620384	2461149.669016204	2461149.6686689816	2461149.669650598	2461149.6704385565	1.1117609971925093	64.05054301493395	-4.9	NaN	9.7292975	55.95251944444445	1.9984174063353273	0	0.0007285773932894	0	2742.903396045205	0	14480266.339841973	4452.691403368463	9.72931215035106	55.95240825710645	28937616.301911738	5667.627774253419	10.948284490556278	0.0003957625110273	59264	9.708084603836049	56.18726680005859	14480266.339841973	4452.691403368463	11.7	0.0003338132742963	65220
W Ursae Majoris_60sec_2x2__0056_Processed_I.fits	65220	61149.66978009278	2461149.669780093	2461149.6694328706	2461149.670414429	2461149.671202388	1.1127038141645837	63.95063190686905	-4.9	NaN	9.7292975	55.95251944444445	2.0269578397320913	0	0.0007418559438083	0	2732.2795707840264	0	14344948.17587559	4440.872086510583	9.729312753379084	55.95242318303877	29076605.16564159	5676.568226248656	10.932888211101874	0.0003973010587758	59264	9.708086365987846	56.18727661531213	14344948.17587559	4440.872086510583	11.7	0.0003360673993554	65220
W Ursae Majoris_60sec_2x2__0057_Processed_I.fits	65160	61149.67053240724	2461149.6705324072	2461149.670185185	2461149.671166687	2461149.671954646	1.1136461811961311	63.85129143975614	-5	NaN	9.7292975	55.95251944444445	2.048408065281505	0	0.0007607831447844	0	2692.499274365533	0	13982322.121402048	4402.787958770477	9.729313552527802	55.95241047991486	28641501.404843956	5640.891842464177	10.921458807171778	0.0004031698885214	59264	9.708084405530874	56.18726709761183	13982322.121402048	4402.787958770477	11.7	0.0003418254703449	65160
W Ursae Majoris_60sec_2x2__0058_Processed_I.fits	65220	61149.671296296176	2461149.671296296	2461149.670949074	2461149.671930518	2461149.672718477	1.1146171412827015	63.749477084318016	-4.9	NaN	9.7292975	55.95251944444445	2.0475077513299778	0	0.0007690252723412	0	2662.4713451829543	0	13740876.781345485	4376.012211775058	9.729311457557932	55.95241696836013	28134551.719874993	5602.05895196818	10.921936113597168	0.0004077160723044	59264	9.708083224340653	56.187270156574726	13740876.781345485	4376.012211775058	11.7	0.0003457158213551	65220
W Ursae Majoris_60sec_2x2__0059_Processed_I.fits	65220	61149.67206018511	2461149.672060185	2461149.671712963	2461149.672694349	2461149.673482308	1.1156023507159485	63.64672222420221	-4.9	NaN	9.7292975	55.95251944444445	2.074089854446349	0	0.0007874082363638	0	2634.071830419713	0	13486350.913530912	4353.223665485938	9.729313304540447	55.95241364384378	27971903.60325772	5589.842308087674	10.90793108220481	0.0004121110706709	59264	9.708085405430852	56.18726467971591	13486350.913530912	4353.223665485938	11.7	0.0003504053776934	65220
W Ursae Majoris_60sec_2x2__0060_Processed_I.fits	65160	61149.67281250004	2461149.6728125	2461149.672465278	2461149.6734466073	2461149.6742345663	1.1165866067767631	63.54461689610031	-4.9	NaN	9.7292975	55.95251944444445	2.1018524957361975	0	0.0007990078891235	0	2630.577900853802	0	13411876.914462756	4344.692290375634	9.729314310083653	55.95242665279371	28189786.965170234	5607.602425282533	10.893494413128614	0.0004126583319618	59264	9.708084837593223	56.18726861987044	13411876.914462756	4344.692290375634	11.7	0.0003516603873885	65160
W Ursae Majoris_60sec_2x2__0061_Processed_I.fits	65220	61149.673576388974	2461149.673576389	2461149.673229167	2461149.674210439	2461149.6749983975	1.1176002423948699	63.44003141038203	-5	NaN	9.7292975	55.95251944444445	2.0645779712833203	0	0.0007756265089506	0	2661.8197643560543	0	13712267.23894492	4374.852671460912	9.729313667951216	55.952422661707075	28310044.877875637	5615.59129325288	10.91292177705838	0.0004078158574561	59264	9.70808321553434	56.18727367697099	13712267.23894492	4374.852671460912	11.7	0.0003463452315163	65220
W Ursae Majoris_60sec_2x2__0062_Processed_I.fits	65220	61149.6743287039	2461149.674328704	2461149.6739814817	2461149.674962697	2461149.6757506556	1.1186125895683838	63.33614668556495	-5	NaN	9.7292975	55.95251944444445	2.0594325661247788	0	0.0007554993720435	0	2725.9222738388607	0	14203774.63307872	4419.2445227133485	9.729312133905607	55.952413471493074	29251716.04125935	5685.284129338647	10.91563105993578	0.0003982274599751	59264	9.708084955964505	56.18726747409199	14203774.63307872	4419.2445227133485	11.7	0.0003377544088772	65220
W Ursae Majoris_60sec_2x2__0063_Processed_I.fits	65220	61149.67509259237	2461149.6750925924	2461149.67474537	2461149.675726528	2461149.676514487	1.1196548464339828	63.22977819160714	-4.9	NaN	9.7292975	55.95251944444445	2.0275498669136915	0	0.0007303213712347	0	2776.2433728126007	0	14660718.064122815	4464.0181738480205	9.729312491744416	55.95241065759442	29725336.959771365	5720.110203905411	10.932571139143285	0.0003910106447442	59264	9.708085472329174	56.18726645144021	14660718.064122815	4464.0181738480205	11.7	0.0003305437284639	65220
W Ursae Majoris_60sec_2x2__0064_Processed_I.fits	65220	61149.675844907295	2461149.6758449073	2461149.675497685	2461149.676478786	2461149.677266745	1.1206954804246902	63.124160592800486	-4.9	NaN	9.7292975	55.95251944444445	2.068394126853608	0	0.0007631008361596	0	2710.512200803083	0	14068659.97425865	4406.301823830498	9.729312725253779	55.952425247116146	29099533.663457025	5673.896986623979	10.910916760162666	0.0004004910847494	59264	9.708084180981974	56.18727859250902	14068659.97425865	4406.301823830498	11.7	0.0003399991468726	65220
W Ursae Majoris_60sec_2x2__0065_Processed_I.fits	65220	61149.67659722222	2461149.676597222	2461149.67625	2461149.677231044	2461149.678019003	1.1217502243648538	63.017700241060815	-4.9	NaN	9.7292975	55.95251944444445	2.0946720649660597	0	0.0007918893801312	0	2645.1574140557645	0	13540612.548236592	4359.382012661621	9.729313977503322	55.95240520749626	28363142.84732008	5620.653402655046	10.89720989776273	0.0004103842817729	59264	9.70808399117212	56.18727021862401	13540612.548236592	4359.382012661621	11.7	0.0003494950552866	65220
W Ursae Majoris_60sec_2x2__0066_Processed_I.fits	65160	61149.67736111116	2461149.677361111	2461149.677013889	2461149.6779948752	2461149.678782834	1.122835684118322	62.908751277879915	-4.9	NaN	9.7292975	55.95251944444445	2.120375336751326	0	0.0008056602816699	0	2631.847920262919	0	13391730.77193948	4342.72750388668	9.729311921364456	55.95243746388102	28395495.645234272	5622.7530589986	10.883968139833959	0.0004124592381797	59264	9.708083670070021	56.18726828507506	13391730.77193948	4342.72750388668	11.7	0.0003520300859233	65160
W Ursae Majoris_60sec_2x2__0067_Processed_I.fits	65220	61149.67812500009	2461149.678125	2461149.677777778	2461149.678758707	2461149.6795466654	1.1239357968376429	62.79895664235793	-4.9	NaN	9.7292975	55.95251944444445	2.129631380933973	0	0.0008079349629428	0	2635.894569009679	0	13407305.248706428	4344.438210230437	9.729313275878186	55.95241788944391	28552617.99140598	5633.538504242384	10.879238905816848	0.0004118261471701	59264	9.708084198175582	56.187263231006035	13407305.248706428	4344.438210230437	11.7	0.0003517597092625	65220
W Ursae Majoris_60sec_2x2__0068_Processed_I.fits	65220	61149.67887731502	2461149.678877315	2461149.678530093	2461149.679510965	2461149.6802989235	1.1250336157577736	62.69001024431667	-4.9	NaN	9.7292975	55.95251944444445	2.1098733683223005	0	0.0007950529074514	0	2653.752157307072	0	13570053.064270731	4359.102415655997	9.729312583318391	55.952434035627654	28631093.567025244	5640.295967219646	10.889359024183731	0.0004090554149545	59264	9.708085819131844	56.18727138408619	13570053.064270731	4359.102415655997	11.7	0.0003487145768644	65220
W Ursae Majoris_60sec_2x2__0069_Processed_I.fits	65220	61149.67964120349	2461149.6796412035	2461149.6792939813	2461149.6802747957	2461149.6810627542	1.1261629735034935	62.578571296829175	-4.9	NaN	9.7292975	55.95251944444445	2.0803541762048052	0	0.0007647309197974	0	2720.374084986502	0	14137496.051510565	4416.329609621521	9.72931332130321	55.95242031264807	29410998.951838948	5698.705328365832	10.904656802404244	0.0003990394935844	59264	9.708085920340709	56.18727048553904	14137496.051510565	4416.329609621521	11.7	0.0003391138113596	65220
W Ursae Majoris_60sec_2x2__0070_Processed_I.fits	65220	61149.680405092426	2461149.6804050924	2461149.68005787	2461149.681038627	2461149.6818265854	1.1273071495386637	62.466320836315255	-4.9	NaN	9.7292975	55.95251944444445	2.070899634549114	0	0.0007509924853628	0	2757.5504081759154	0	14426122.992490534	4439.41928967501	9.729312230103327	55.952421734231216	29875052.833109215	5731.620636923351	10.909602371329525	0.0003936607588584	59264	9.708086234662423	56.18725958483739	14426122.992490534	4439.41928967501	11.7	0.0003340673553737	65220
W Ursae Majoris_60sec_2x2__0071_Processed_I.fits	65220	61149.68116898136	2461149.6811689814	2461149.680821759	2461149.681802458	2461149.682590417	1.1284661999593022	62.35327020889281	-4.9	NaN	9.7292975	55.95251944444445	2.0472540477824346	0	0.0007318796289695	0	2797.255131509969	0	14801168.29205046	4479.897634982616	9.729311279467526	55.9524188141824	30301751.69780933	5764.600062434879	10.922070653841857	0.0003880740684162	59264	9.708085839436096	56.187261341311775	14801168.29205046	4479.897634982616	11.7	0.0003285721108199	65220
W Ursae Majoris_60sec_2x2__0072_Processed_I.fits	65220	61149.6819328703	2461149.6819328703	2461149.681585648	2461149.6825662893	2461149.6833542483	1.1296401823692284	62.23943059611534	-5	NaN	9.7292975	55.95251944444445	2.0446367410345654	0	0.000720366671904	0	2838.3277860846824	0	15130439.054701833	4510.0463147059	9.729311982090378	55.952413536853186	30936251.599227667	5810.678109146392	10.923459598576368	0.0003824593451237	59264	9.7080860317641	56.187257568555815	15130439.054701833	4510.0463147059	11.7	0.0003235855149164	65220
W Ursae Majoris_60sec_2x2__0073_Processed_I.fits	65220	61149.682685185224	2461149.682685185	2461149.682337963	2461149.683318548	2461149.6841065064	1.1308110284271797	62.126555450470605	-4.9	NaN	9.7292975	55.95251944444445	2.0225367188512213	0	0.0007078769349131	0	2857.186919220066	0	15322087.720054235	4526.918314129965	9.729310776120846	55.952409428908524	30989485.023269083	5814.574683812192	10.935258962732103	0.0003799353276018	59264	9.708085918822784	56.18726423755372	15322087.720054235	4526.918314129965	11.7	0.0003207339147934	65220
W Ursae Majoris_60sec_2x2__0074_Processed_I.fits	65220	61149.68343750015	2461149.6834375	2461149.683090278	2461149.684070806	2461149.6848587645	1.1319964707054075	62.01293629055651	-5	NaN	9.7292975	55.95251944444445	2.042866537324591	0	0.0007176105023204	0	2846.762318442924	0	15198610.312116317	4515.959173798784	9.72931098506782	55.95241236867488	31048732.420458887	5817.7173885519705	10.92440001341985	0.0003813263740702	59264	9.708086917914228	56.18725731605853	15198610.312116317	4515.959173798784	11.7	0.0003225566011213	65220
W Ursae Majoris_60sec_2x2__0075_Processed_I.fits	65220	61149.684201389086	2461149.684201389	2461149.683854167	2461149.684834637	2461149.6856225957	1.1332151442763072	61.89681857603605	-4.9	NaN	9.7292975	55.95251944444445	2.0743523471460574	0	0.0007363484381243	0	2817.0798493576604	0	14913553.032751104	4492.289689360689	9.72931157613885	55.952409642342666	30935963.737774458	5810.229055593099	10.907793682277758	0.0003853435480817	59264	9.708086012426755	56.18725699751231	14913553.032751104	4492.289689360689	11.7	0.0003269983416106	65220
W Ursae Majoris_60sec_2x2__0076_Processed_I.fits	65220	61149.684953703545	2461149.6849537035	2461149.6846064813	2461149.685586895	2461149.6863748534	1.1344301780404722	61.781731513587275	-4.9	NaN	9.7292975	55.95251944444445	2.0141906634632556	0	0.0006836159703191	0	2946.377426675646	0	16056995.894902652	4592.908581928617	9.729312464260888	55.952418835172494	32341851.214780748	5908.4405149193835	10.939748553707805	0.0003684361641067	59264	9.708088713790922	56.18725949711915	16056995.894902652	4592.908581928617	11.7	0.0003105172418625	65220
W Ursae Majoris_60sec_2x2__0077_Processed_I.fits	65220	61149.68570601847	2461149.6857060185	2461149.6853587963	2461149.686339153	2461149.6871271115	1.1356599842987374	61.665931433860216	-4.9	NaN	9.7292975	55.95251944444445	2.0027426567726985	0	0.0006783082384485	0	2952.5554066003187	0	16148286.214283854	4604.367932748522	9.729310377485746	55.95240884457529	32340861.635120783	5911.509809528191	10.94593712991604	0.0003676653721792	59264	9.708087074217104	56.187264340615	16148286.214283854	4604.367932748522	11.7	0.0003095323139443	65220
W Ursae Majoris_60sec_2x2__0078_Processed_I.fits	65220	61149.686458333395	2461149.6864583334	2461149.686111111	2461149.687091411	2461149.6878793696	1.1369046221340153	61.549428518543316	-4.9	NaN	9.7292975	55.95251944444445	2.039662548298976	0	0.000697722151454	0	2923.3163144506248	0	15841070.584925601	4579.307861655515	9.729310677844156	55.95240627142246	32310438.397033297	5909.423651986028	10.926104196060558	0.0003713421427932	59264	9.708087430369922	56.18725798297902	15841070.584925601	4579.307861655515	11.7	0.0003138172898798	65220
W Ursae Majoris_60sec_2x2__0079_Processed_I.fits	65220	61149.68722222233	2461149.6872222223	2461149.686875	2461149.6878552423	2461149.688643201	1.1381836461105506	61.430424420988665	-5	NaN	9.7292975	55.95251944444445	2.063194998892577	0	0.0007241151990474	0	2849.263489575615	0	15193945.765153946	4518.782157735541	9.729312302148088	55.95241705819629	31348072.916110672	5841.827658552419	10.913649308956012	0.000380991692774	59264	9.70808641762796	56.187261765748445	15193945.765153946	4518.782157735541	11.7	0.0003228572775756	65220
W Ursae Majoris_60sec_2x2__0080_Processed_I.fits	65220	61149.68797453679	2461149.687974537	2461149.6876273146	2461149.6886075	2461149.6893954584	1.1394583596136798	61.312535422706446	-5	NaN	9.7292975	55.95251944444445	2.0839770919267178	0	0.0007454638170311	0	2795.5442562274147	0	14732393.89417894	4476.297916063686	9.729312472049385	55.952401571946936	30701971.38470996	5796.000077943617	10.902767648297523	0.0003883115275851	59264	9.708086784070764	56.187263211997866	14732393.89417894	4476.297916063686	11.7	0.0003298405235981	65220
W Ursae Majoris_60sec_2x2__0081_Processed_I.fits	65220	61149.68872685172	2461149.6887268517	2461149.6883796295	2461149.689359758	2461149.690147717	1.1407480908647547	61.19397341572905	-5	NaN	9.7292975	55.95251944444445	2.0634484773928614	0	0.0007414446298981	0	2783.010887375852	0	14675822.498289332	4472.6402989815715	9.729312232977101	55.95240447848543	30282803.588583022	5764.312804040285	10.91351592656579	0.000390059985524	59264	9.708084246730834	56.18726025400586	14675822.498289332	4472.6402989815715	11.7	0.0003308412645777	65220
W Ursae Majoris_60sec_2x2__0082_Processed_I.fits	65220	61149.68949074065	2461149.6894907407	2461149.6891435185	2461149.6901235897	2461149.690911548	1.1420730942600548	61.072908838837	-4.9	NaN	9.7292975	55.95251944444445	2.072214229598068	0	0.0007361685541556	0	2814.863821472245	0	14899813.606612425	4490.523482445385	9.729310763484909	55.952415227652	30875605.773981176	5807.314706718097	10.908913370962194	0.0003856468595257	59264	9.70808428259091	56.187256301012475	14899813.606612425	4490.523482445385	11.7	0.0003271711649491	65220
W Ursae Majoris_60sec_2x2__0083_Processed_I.fits	65220	61149.69024305558	2461149.6902430556	2461149.6898958334	2461149.690875848	2461149.6916638063	1.1433932832270834	60.9530200398024	-4.9	NaN	9.7292975	55.95251944444445	2.0334487916617157	0	0.0007106018516921	0	2861.586677292715	0	15348917.385400305	4532.495008334503	9.729311191214482	55.95240107991198	31211237.51065775	5832.351522493724	10.929416899897648	0.0003793512699729	59264	9.708086042562234	56.18725691171749	15348917.385400305	4532.495008334503	11.7	0.0003205677218032	65220
W Ursae Majoris_60sec_2x2__0084_Processed_I.fits	65220	61149.6909953705	2461149.6909953705	2461149.6906481483	2461149.691628106	2461149.6924160644	1.1447286821558114	60.83248731461342	-5	NaN	9.7292975	55.95251944444445	2.0241538450351917	0	0.0007077168502354	0	2860.118201738195	0	15363333.9378834	4535.942816050302	9.729312706200226	55.95240081738191	31097751.462926336	5824.155837127325	10.934391205481411	0.0003795460069277	59264	9.708085276813563	56.187253904035316	15363333.9378834	4535.942816050302	11.7	0.0003205105405526	65220
W Ursae Majoris_60sec_2x2__0085_Processed_I.fits	65220	61149.69175925944	2461149.6917592594	2461149.6914120372	2461149.692391937	2461149.6931798956	1.146100255917365	60.70945107893766	-4.9	NaN	9.7292975	55.95251944444445	1.9974373622824129	0	0.000686073555102	0	2911.4041015403955	0	15834850.150630817	4579.042976783502	9.729311633771742	55.95240542618643	31629121.317013286	5862.4199138547965	10.948817077145861	0.0003728612542062	59264	9.708086313065905	56.187259753675306	15834850.150630817	4579.042976783502	11.7	0.0003139223925911	65220
W Ursae Majoris_60sec_2x2__0086_Processed_I.fits	65220	61149.69252314791	2461149.692523148	2461149.6921759257	2461149.693155768	2461149.6939437264	1.147487647852217	60.58577050366706	-4.9	NaN	9.7292975	55.95251944444445	2.0538993289294467	0	0.0007333047530922	0	2800.880971067829	0	14839914.504412277	4488.7399597226095	9.729312311330782	55.9524080035786	30479690.44198274	5781.360837511741	10.918552117477196	0.0003875717824532	59264	9.708085514980219	56.18725366869505	14839914.504412277	4488.7399597226095	11.7	0.0003283610939896	65220
W Ursae Majoris_60sec_2x2__0087_Processed_I.fits	65220	61149.693275462836	2461149.693275463	2461149.6929282406	2461149.693908026	2461149.6946959845	1.148869549645488	60.463343339799074	-4.9	NaN	9.7292975	55.95251944444445	1.9992431098963939	0	0.0006909128553999	0	2893.625577047849	0	15695807.393155059	4568.518190240561	9.729312270158925	55.95239830271666	31379734.78502613	5846.325020418325	10.947835980103848	0.0003751517294794	59264	9.708086854690636	56.18726582490869	15695807.393155059	4568.518190240561	11.7	0.0003159750717559	65220
W Ursae Majoris_60sec_2x2__0088_Processed_I.fits	65220	61149.69403935177	2461149.694039352	2461149.6936921296	2461149.694671857	2461149.6954598157	1.1502885509371144	60.33841212677237	-5	NaN	9.7292975	55.95251944444445	2.0215313289652332	0	0.0007229857830192	0	2796.0872488020145	0	14876025.899633229	4494.697791419978	9.729313437039123	55.95240809557284	30072352.406606793	5754.549088897665	10.935798809346304	0.0003882361320183	59264	9.70808558178084	56.187271030377005	14876025.899633229	4494.697791419978	11.7	0.0003279988260189	65220
W Ursae Majoris_60sec_2x2__0089_Processed_I.fits	65220	61149.6947916667	2461149.6947916667	2461149.6944444445	2461149.6954241158	2461149.696212074	1.1517017220674353	60.214771780976676	-4.9	NaN	9.7292975	55.95251944444445	2.0089906136655182	0	0.0007075847693213	0	2839.2225225431985	0	15241360.788361559	4528.190499650631	9.729312502867561	55.952403427710244	30619750.763308052	5792.196010960604	10.9425552308556	0.0003823388402771	59264	9.708085118352374	56.18727084803706	15241360.788361559	4528.190499650631	11.7	0.0003225230508626	65220
W Ursae Majoris_60sec_2x2__0090_Processed_I.fits	65220	61149.695555555634	2461149.6955555556	2461149.6952083334	2461149.696187947	2461149.6969759054	1.1531526175003044	60.088627234297306	-4.9	NaN	9.7292975	55.95251944444445	2.0166041246460016	0	0.0007061107564942	0	2855.931744558464	0	15365603.337252561	4541.233410664822	9.729312285206559	55.95240546716968	30986339.067577884	5818.243960701212	10.938448372162586	0.0003801022789764	59264	9.708086254048403	56.18726570889134	15365603.337252561	4541.233410664822	11.7	0.0003208369341697	65220
W Ursae Majoris_60sec_2x2__0091_Processed_I.fits	65220	61149.69630787056	2461149.6963078706	2461149.6959606484	2461149.696940205	2461149.6977281636	1.1545973429252532	59.96380997135242	-5	NaN	9.7292975	55.95251944444445	1.9655992275838219	0	0.0006760318063173	0	2907.5543624073057	0	15887202.077842949	4586.758452283347	9.7293124153139	55.952392229833926	31227872.13267619	5836.9244597979705	10.966262567978655	0.000373354855223	59264	9.70808492797106	56.18725955274456	15887202.077842949	4586.758452283347	11.7	0.0003134152221611	65220
W Ursae Majoris_60sec_2x2__0092_Processed_I.fits	65220	61149.69707175903	2461149.697071759	2461149.696724537	2461149.697704036	2461149.6984919943	1.1560804246798095	59.836488586469436	-4.9	NaN	9.7292975	55.95251944444445	1.9676489688231265	0	0.0006807397961668	0	2890.4567940683	0	15745021.515082255	4575.250986338219	9.729313243616136	55.9524016561921	30980675.34824954	5816.903641041913	10.96513094425992	0.000375562933978	59264	9.708085937902439	56.18726444274306	15745021.515082255	4575.250986338219	11.7	0.0003154517151041	65220
W Ursae Majoris_60sec_2x2__0093_Processed_I.fits	65220	61149.697824073955	2461149.697824074	2461149.6974768518	2461149.698456294	2461149.6992442524	1.157556996761191	59.71052987504407	-5	NaN	9.7292975	55.95251944444445	1.9680382925778437	0	0.0006807224617019	0	2891.102326280756	0	15753412.447351312	4576.746518393878	9.729312476621011	55.9524051105059	31003318.935159825	5819.613638028307	10.964916139134832	0.0003754790918901	59264	9.70808672354206	56.187256812940205	15753412.447351312	4576.746518393878	11.7	0.0003153867597855	65220
W Ursae Majoris_60sec_2x2__0094_Processed_I.fits	65220	61149.69857638888	2461149.698576389	2461149.6982291667	2461149.699208552	2461149.6999965105	1.1590494814743104	59.584017716989116	-4.9	NaN	9.7292975	55.95251944444445	1.9471544454887986	0	0.000680528747852	0	2861.2376062508065	0	15556139.660754282	4558.57213120751	9.729313134733633	55.952392760541976	30290206.49508231	5769.242824276238	10.976498998750857	0.0003793975427497	59264	9.708084316376247	56.18727055666849	15556139.660754282	4558.57213120751	11.7	0.0003181175964716	65220
W Ursae Majoris_60sec_2x2__0095_Processed_I.fits	65220	61149.69934027782	2461149.699340278	2461149.6989930556	2461149.699972383	2461149.7007603417	1.1605812859903168	59.455001626355966	-4.9	NaN	9.7292975	55.95251944444445	1.9362175588100337	0	0.0006681769091288	0	2897.761853720185	0	15851704.783663917	4579.336171410612	9.729312491848997	55.952395121106036	30692349.139203083	5793.840199378711	10.982614614363726	0.0003746163287956	59264	9.708087019532627	56.18725978163312	15851704.783663917	4579.336171410612	11.7	0.000313608732787	65220
