HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2460031.29442,2023-03-27.7943446,bo,1.59,17.069,>17.069,99.990,0.421,0.108,g
2460031.29576,2023-03-27.7956866,bo,1.62,17.004,16.780,0.178,0.705,0.115,g
2460031.29704,2023-03-27.7969675,bo,1.6,17.095,>17.095,99.990,0.509,0.105,g
2460031.32740,2023-03-27.8273333,bo,1.65,16.883,>16.883,99.990,0.529,0.128,g
2460031.32877,2023-03-27.8286917,bo,1.64,16.919,16.655,0.172,0.791,0.124,g
2460031.33027,2023-03-27.8302082,bo,1.68,17.110,>17.110,99.990,0.444,0.104,g
2460034.30410,2023-03-30.8039877,bo,1.99,16.588,>16.588,99.990,0.698,0.168,g
2460034.30534,2023-03-30.8052188,bo,1.7,16.522,>16.522,99.990,0.304,0.179,g
2460034.30658,2023-03-30.8064701,bo,2.0,16.688,>16.688,99.990,0.663,0.153,g
2460035.29881,2023-03-31.7986811,bo,1.66,16.569,>16.569,99.990,0.701,0.171,g
2460035.30007,2023-03-31.7999381,bo,1.56,16.386,>16.386,99.990,1.002,0.203,g
2460035.30131,2023-03-31.8011763,bo,1.59,16.503,>16.503,99.990,0.657,0.182,g
2460036.31029,2023-04-01.8101502,bo,1.45,16.193,>16.193,99.990,0.858,0.242,g
2460036.31153,2023-04-01.8113834,bo,1.43,16.290,>16.290,99.990,0.266,0.221,g
2460036.31308,2023-04-01.8129296,bo,1.41,16.232,>16.232,99.990,0.361,0.234,g
2460036.35823,2023-04-01.8580775,bo,1.42,16.281,>16.281,99.990,0.770,0.223,g
2460036.35948,2023-04-01.8593337,bo,1.47,16.283,>16.283,99.990,0.738,0.223,g
2460038.59898,2023-04-04.0988040,bG,1.42,15.522,>15.522,99.990,0.850,0.449,g
2460038.60028,2023-04-04.1001021,bG,1.36,15.448,>15.448,99.990,0.204,0.481,g
2460039.31790,2023-04-04.8177126,bo,1.5,15.823,>15.823,99.990,0.590,0.340,g
2460039.31924,2023-04-04.8190420,bo,1.44,15.790,>15.790,99.990,0.027,0.351,g
2460039.32046,2023-04-04.8202755,bo,1.46,15.945,>15.945,99.990,0.421,0.304,g
2460040.58872,2023-04-06.0885158,bG,1.38,15.807,>15.807,99.990,0.726,0.345,g
2460040.59002,2023-04-06.0898076,bG,1.55,15.680,>15.680,99.990,-0.032,0.388,g
2460040.59132,2023-04-06.0911118,bG,1.46,15.663,>15.663,99.990,0.243,0.394,g
2460041.23521,2023-04-06.7349932,bo,2.05,15.879,>15.879,99.990,-0.222,0.323,g
2460041.23648,2023-04-06.7362584,bo,2.03,15.846,15.801,0.210,1.736,0.333,g
2460041.23772,2023-04-06.7375002,bo,1.59,16.022,>16.022,99.990,-0.305,0.283,g
2460042.30106,2023-04-07.8008293,bo,1.42,16.049,>16.049,99.990,0.449,0.276,g
2460042.30229,2023-04-07.8020585,bo,1.43,15.944,>15.944,99.990,0.463,0.304,g
2460042.30353,2023-04-07.8032982,bo,1.48,15.969,>15.969,99.990,0.692,0.297,g
2460043.24114,2023-04-08.7408901,bo,1.43,16.996,>16.996,99.990,0.296,0.115,g
2460043.24239,2023-04-08.7421405,bo,1.49,16.881,>16.881,99.990,0.504,0.128,g
2460043.24364,2023-04-08.7433966,bo,1.44,16.816,>16.816,99.990,0.376,0.136,g
2460043.58150,2023-04-09.0812450,bG,1.59,16.207,>16.207,99.990,0.371,0.239,g
2460043.58279,2023-04-09.0825356,bG,1.52,16.278,>16.278,99.990,0.115,0.224,g
2460043.58406,2023-04-09.0838173,bG,1.47,16.269,>16.269,99.990,0.691,0.226,g
