Re,UA_W_K,actual_flow_mL_s,average_outlet_C,coil_diameter_cm,coil_height_cm,final_ice_remaining_g,final_outlet_C,max_gravity_flow_mL_s,outer_h_W_m2K,prechill_tube_enabled,pressure_ratio_requested,requested_flow_mL_s,residence_time_s,rod_enabled,target_outlet_C,tube_length_m,turns,warning_count,warnings,cold_enough,gravity_ok,ice_ok,warnings_ok,length_ok,passes_practical_filter,design_score
928.932143491587,23.489164135563588,2.0,4.978495473007574,7.5,17.145,702.0898496736529,4.978495473007553,6.456379088562216,1200.0,False,0.0994494331390174,2.0,34.81212236809161,False,5.0,4.244614131282766,18.0,0,,True,True,True,True,True,True,2.501613804331568
1392.1137132178003,35.498540326397965,3.0,4.873471086297808,6.0,32.385,701.6988568896701,4.873471086297789,5.155493082417104,1200.0,False,0.3995339177132403,3.0,35.08607886932088,False,5.0,6.417026141295786,34.0,0,,True,True,True,True,True,True,6.36782724028812
1857.9191501708317,46.967143672403296,4.0,4.981859281089412,9.0,28.575,702.1023727145073,4.981859281089429,4.406450897623657,1200.0,False,0.8487181867362067,4.0,34.803443893928,False,5.0,8.487111943791094,30.0,1,Pressure drop is close to or above available gravity head. The coffee may flow much slower than requested.,True,False,True,True,True,False,16.475811766599538
1971.9242105310116,50.08825333488054,4.247681965647951,4.921911023158965,9.0,30.48,701.8791927751168,4.921911023158971,4.247681965647951,1200.0,False,1.31935400661876,5.0,34.95899531752594,False,5.0,9.0529194067105,32.0,2,Requested flow is too high for gravity head; model reduced flow to achievable gravity-flow estimate. | Pressure drop is close to or above available gravity head. The coffee may flow much slower than requested.,True,False,True,False,True,False,26.440150835377306
1971.9242105310116,50.08825333488054,4.247681965647951,4.921911023158965,9.0,30.48,701.8791927751168,4.921911023158971,4.247681965647951,1200.0,False,1.8017667065975935,6.0,34.95899531752594,False,5.0,9.0529194067105,32.0,2,Requested flow is too high for gravity head; model reduced flow to achievable gravity-flow estimate. | Pressure drop is close to or above available gravity head. The coffee may flow much slower than requested.,True,False,True,False,True,False,31.264277835165643
1971.9242105310116,50.08825333488054,4.247681965647951,4.921911023158965,9.0,30.48,701.8791927751168,4.921911023158971,4.247681965647951,1200.0,False,2.956744369423673,8.0,34.95899531752594,False,5.0,9.0529194067105,32.0,2,Requested flow is too high for gravity head; model reduced flow to achievable gravity-flow estimate. | Pressure drop is close to or above available gravity head. The coffee may flow much slower than requested.,True,False,True,False,True,False,42.81405446342644
1971.9242105310116,50.08825333488054,4.247681965647951,4.921911023158965,9.0,30.48,701.8791927751168,4.921911023158971,4.247681965647951,1200.0,False,4.354538389340933,10.0,34.95899531752594,False,5.0,9.0529194067105,32.0,2,Requested flow is too high for gravity head; model reduced flow to achievable gravity-flow estimate. | Pressure drop is close to or above available gravity head. The coffee may flow much slower than requested.,True,False,True,False,True,False,56.79199466259904
