requested_flow_mL_s,turns,coil_diameter_cm,outer_h_W_m2K,prechill_tube_enabled,avg_outlet_no_rod_C,final_outlet_no_rod_C,ice_remaining_no_rod_g,pressure_ratio_no_rod,tube_length_m_no_rod,avg_outlet_with_rod_C,final_outlet_with_rod_C,ice_remaining_with_rod_g,pressure_ratio_with_rod,tube_length_m_with_rod,rod_delta_avg_C,rod_delta_final_C,rod_extra_ice_remaining_g
8.0,12.0,6.0,750.0,False,41.09881902744955,41.098819027449466,836.5613406003382,0.8306472063541397,2.2648327557514536,38.71158886111317,38.71158886111316,831.6167030419513,0.8306472063541397,2.2648327557514536,2.38723016633638,2.387230166336309,-4.944637558386944
8.0,8.0,9.0,750.0,False,41.119961256230766,41.11996125623089,836.6400504995199,0.8301451606409256,2.263229851677625,38.73314340120633,38.733143401206206,831.6969479250787,0.8301451606409256,2.263229851677625,2.3868178550244394,2.386817855024681,-4.943102574441241
10.0,10.0,6.0,750.0,False,49.17657969805745,49.17657969805727,866.633843109559,1.0578293438931012,1.887360629792878,46.7920082510906,46.79200825109075,861.6991036341085,1.0578293438931012,1.887360629792878,2.384571446966852,2.3845714469665182,-4.934739475450556
10.0,8.0,7.5,750.0,False,49.19378996434706,49.19378996434682,866.6979147994016,1.0574311654676671,1.8864951694590075,46.8097920578933,46.8097920578932,861.7653105442025,1.0574311654676671,1.8864951694590075,2.3839979064537644,2.3839979064536223,-4.932604255199067
6.0,18.0,7.5,250.0,False,45.35253690641653,45.352536906416425,852.3974054213948,0.8810222748806259,4.244614131282766,42.97466602030957,42.97466602030962,847.4876113041126,0.8810222748806259,4.244614131282766,2.3778708861069617,2.3778708861068054,-4.909794117282104
6.0,28.0,6.0,250.0,False,39.19384706757901,39.19384706757912,829.4693659331712,1.080171482854988,5.284609763420058,36.81830801654977,36.8183080165499,824.5682529490899,1.080171482854988,5.284609763420058,2.375539051029236,2.3755390510292216,-4.901112984081237
10.0,28.0,6.0,250.0,False,39.19384706757901,39.19384706757912,829.4693659331712,2.6208256568319057,5.284609763420058,36.81830801654977,36.8183080165499,824.5682529490899,2.6208256568319057,5.284609763420058,2.375539051029236,2.3755390510292216,-4.901112984081237
8.0,28.0,6.0,250.0,False,39.19384706757901,39.19384706757912,829.4693659331712,1.7764718045418684,5.284609763420058,36.81830801654977,36.8183080165499,824.5682529490899,1.7764718045418684,5.284609763420058,2.375539051029236,2.3755390510292216,-4.901112984081237
6.0,22.0,6.0,250.0,False,45.97712542675495,45.97712542675508,854.7226711244906,0.8633245867890095,4.152193385544331,43.61762408886485,43.61762408886471,849.8812645600516,0.8633245867890095,4.152193385544331,2.3595013378901015,2.3595013378903715,-4.841406564439012
6.0,12.0,11.0,250.0,False,46.00241877923109,46.00241877923127,854.8168351430454,0.8626129755901442,4.148477214407486,43.6436771834429,43.64367718344319,849.9782570043776,0.8626129755901442,4.148477214407486,2.358741595788196,2.358741595788082,-4.838578138667799
