HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2459332.23634,2021-04-27.7360983,bp,1.51,16.200,>16.200,99.990,0.735,0.241,g
2459333.52451,2021-04-29.0242475,bH,1.43,16.239,>16.239,99.990,0.508,0.232,g
2459333.52580,2021-04-29.0255390,bH,1.46,16.232,>16.232,99.990,0.449,0.233,g
2459333.52708,2021-04-29.0268146,bH,1.37,16.191,>16.191,99.990,0.371,0.242,g
2459334.46601,2021-04-29.9657312,bH,1.69,16.795,>16.795,99.990,0.552,0.139,g
2459334.46729,2021-04-29.9670168,bH,1.66,16.864,16.693,0.187,0.764,0.130,g
2459334.46858,2021-04-29.9683082,bH,1.66,16.964,16.663,0.166,0.785,0.119,g
2459337.50485,2021-05-03.0045402,bH,1.38,16.889,>16.889,99.990,0.547,0.128,g
2459337.50615,2021-05-03.0058402,bH,1.41,16.694,16.679,0.216,0.774,0.153,g
2459337.50743,2021-05-03.0071253,bH,1.43,16.922,16.846,0.204,0.663,0.124,g
2459338.51351,2021-05-04.0131859,bH,1.41,17.218,16.667,0.132,0.782,0.094,g
2459338.51476,2021-05-04.0144471,bH,1.42,17.123,16.669,0.144,0.781,0.103,g
2459338.51604,2021-05-04.0157226,bH,1.44,17.166,17.060,0.199,0.545,0.099,g
2459340.25571,2021-05-05.7553685,bp,1.54,17.194,16.777,0.149,0.707,0.096,g
2459340.25693,2021-05-05.7565938,bp,1.49,17.189,16.786,0.151,0.701,0.097,g
2459340.25816,2021-05-05.7578226,bp,1.52,17.228,16.828,0.152,0.674,0.093,g
2459342.50099,2021-05-08.0006265,bH,1.51,17.121,16.415,0.114,0.986,0.103,g
2459342.50228,2021-05-08.0019140,bH,1.50,17.132,17.108,0.214,0.521,0.102,g
2459342.50355,2021-05-08.0031899,bH,1.49,17.161,16.449,0.114,0.956,0.099,g
2459344.45454,2021-05-09.9541628,bl,2.04,99.990,99.990,99.990,99.990,99.990,g
2459344.45577,2021-05-09.9553857,bl,2.29,99.990,99.990,99.990,99.990,99.990,g
2459345.19898,2021-05-10.6985898,bp,2.48,16.059,>16.059,99.990,1.328,0.274,g
2459346.47220,2021-05-11.9717934,bH,1.75,17.138,16.640,0.138,0.802,0.101,g
2459346.47348,2021-05-11.9730741,bH,1.73,17.186,16.584,0.126,0.844,0.097,g
2459346.47477,2021-05-11.9743600,bH,1.72,17.111,16.721,0.153,0.744,0.104,g
2459348.22599,2021-05-13.7255734,bp,1.51,17.272,16.790,0.141,0.698,0.090,g
2459348.22725,2021-05-13.7268304,bp,1.52,17.241,16.707,0.134,0.754,0.092,g
2459348.22852,2021-05-13.7281017,bp,1.49,17.265,16.921,0.160,0.619,0.090,g
2459349.48230,2021-05-14.9818681,bH,1.43,17.065,16.588,0.141,0.842,0.108,g
2459349.48358,2021-05-14.9831439,bH,1.4,17.076,16.790,0.168,0.698,0.107,g
2459349.48486,2021-05-14.9844280,bH,1.44,17.083,16.820,0.172,0.679,0.107,g
2459351.45439,2021-05-16.9539353,bH,1.69,16.360,>16.360,99.990,0.762,0.207,g
2459351.45568,2021-05-16.9552222,bH,1.69,16.482,>16.482,99.990,0.019,0.185,g
2459351.45695,2021-05-16.9564959,bH,1.67,16.659,16.601,0.208,0.831,0.158,g
2459352.47653,2021-05-17.9760612,bH,1.40,16.810,16.809,0.219,0.686,0.137,g
2459352.47781,2021-05-17.9773442,bH,1.42,16.701,>16.701,99.990,0.673,0.152,g
2459352.47910,2021-05-17.9786334,bH,1.43,16.975,>16.975,99.990,0.554,0.118,g
2459353.46977,2021-05-18.9692959,bH,1.64,16.617,16.571,0.210,0.855,0.164,g
2459353.47105,2021-05-18.9705782,bH,1.57,16.758,16.451,0.165,0.953,0.144,g
2459353.47234,2021-05-18.9718693,bH,1.62,16.899,16.844,0.208,0.664,0.126,g
2459356.46478,2021-05-21.9642803,bH,1.51,16.232,>16.232,99.990,1.137,0.234,g
2459356.46604,2021-05-21.9655421,bH,1.5,16.082,>16.082,99.990,0.734,0.268,g
2459356.46732,2021-05-21.9668173,bH,1.5,15.600,>15.600,99.990,0.717,0.418,g
2459357.46049,2021-05-22.9599864,bH,1.88,16.257,16.216,0.211,1.185,0.228,g
2459357.46179,2021-05-22.9612804,bH,1.86,16.323,>16.323,99.990,0.665,0.215,g
2459357.46307,2021-05-22.9625641,bH,1.82,16.440,>16.440,99.990,0.707,0.193,g
2459359.20742,2021-05-24.7068938,bp,2.03,14.973,>14.973,99.990,-0.213,0.744,g
2459359.20865,2021-05-24.7081298,bp,1.58,14.904,>14.904,99.990,0.545,0.793,g
2459359.20991,2021-05-24.7093964,bp,1.71,15.071,>15.071,99.990,1.228,0.680,g
2459359.45370,2021-05-24.9531775,bH,2.12,15.948,>15.948,99.990,0.736,0.303,g
2459359.45498,2021-05-24.9544623,bH,2.06,15.936,15.889,0.210,1.601,0.307,g
2459359.45628,2021-05-24.9557520,bH,2.04,15.964,>15.964,99.990,0.664,0.299,g
2459360.45614,2021-05-25.9556107,bH,1.48,15.847,>15.847,99.990,1.032,0.333,g
2459360.45742,2021-05-25.9568870,bH,1.51,15.818,>15.818,99.990,1.302,0.342,g
2459361.19868,2021-05-26.6981390,bp,2.03,15.878,15.772,0.199,1.783,0.323,g
2459361.19993,2021-05-26.6993950,bp,2.01,15.839,>15.839,99.990,1.215,0.335,g
2459361.20116,2021-05-26.7006217,bp,2.01,15.797,>15.797,99.990,0.771,0.348,g
2459402.94968,2021-07-07.4489582,bH,1.46,15.974,>15.974,99.990,0.088,0.296,g
2459403.94598,2021-07-08.4452521,bH,1.42,16.285,>16.285,99.990,0.186,0.222,g
2459403.94727,2021-07-08.4465407,bH,1.45,16.217,>16.217,99.990,0.688,0.237,g
2459408.93212,2021-07-13.4313877,bH,1.74,16.927,16.147,0.107,1.263,0.123,g
2459408.93342,2021-07-13.4326909,bH,1.75,nan,>97.781,99.990,-3.745,nan,g
2459409.93109,2021-07-14.4303609,bl,1.55,16.961,16.873,0.202,0.646,0.119,g
2459409.93233,2021-07-14.4316028,bl,1.55,16.893,16.704,0.184,0.756,0.127,g
2459409.93357,2021-07-14.4328432,bl,1.51,17.000,16.314,0.116,1.083,0.115,g
2459411.92026,2021-07-16.4195392,bl,1.49,16.981,16.923,0.208,0.618,0.117,g
2459411.92150,2021-07-16.4207798,bl,1.52,16.940,>16.940,99.990,0.542,0.122,g
2459411.92276,2021-07-16.4220348,bl,1.55,17.095,16.491,0.125,0.920,0.105,g
2459413.67192,2021-07-18.1711972,bp,1.61,17.177,16.804,0.155,0.689,0.098,g
2459413.67320,2021-07-18.1724744,bp,1.59,17.271,17.034,0.176,0.558,0.090,g
2459413.67449,2021-07-18.1737606,bp,1.53,17.310,16.790,0.136,0.699,0.087,g
