2456171.87675 20.029 0.079 4.42 569.0
2456174.90260 20.613 0.242 8.10 465.0
2456179.90273 20.219 0.131 6.20 508.0
2456180.85528 20.332 0.145 6.38 470.0
2456181.86950 20.161 0.072 4.78 291.0
2456182.87405 20.053 0.060 4.83 233.0
2456183.87574 20.153 0.062 4.47 233.0
2456184.90229 20.390 0.074 3.97 299.0
2456185.85200 20.617 0.097 4.16 325.0
2456186.85350 20.343 0.122 6.13 349.0
2456191.87906 20.114 0.061 4.44 266.0
2456193.86635 20.538 0.101 4.57 288.0
2456194.88332 20.631 0.108 4.59 294.0
2456196.87085 20.319 0.086 4.35 371.0
2456199.81983 19.898 0.094 6.17 459.0
2456202.82730 20.290 0.148 6.42 517.0
2456204.86239 20.101 0.068 4.13 400.0
2456207.87316 20.501 0.147 5.88 438.0
2456208.78735 20.123 0.085 5.67 301.0
2456210.87186 20.582 0.154 6.18 368.0
2456212.82463 20.283 0.100 5.03 438.0
2456214.87582 20.276 0.152 7.64 381.0
2456216.82249 20.158 0.072 4.58 353.0
2456219.80747 20.004 0.093 6.96 302.0
2456221.82076 20.196 0.111 6.23 387.0
2456222.82166 20.628 0.163 5.97 371.0
2456223.77872 20.461 0.113 5.11 386.0
2456224.84332 20.748 0.139 5.01 354.0
2456225.72632 20.676 0.197 6.57 414.0
2456226.73869 20.148 0.112 6.00 449.0
2456229.78328 20.909 0.215 4.80 641.0
2456230.72508 20.233 0.178 6.46 750.0
2456231.74991 20.314 0.124 4.98 583.0
2456232.81587 20.125 0.089 4.80 429.0
2456233.82241 20.334 0.096 4.72 410.0
2456234.82625 20.507 0.102 4.11 414.0
2456235.77365 19.972 0.064 4.26 390.0
2456236.79123 20.098 0.072 3.94 417.0
2456237.86724 20.552 0.145 4.35 614.0
2456238.82496 20.406 0.097 4.82 307.0
2456239.79897 20.227 0.084 4.75 341.0
2456240.84224 20.463 0.134 6.39 313.0
2456241.79590 20.625 0.127 5.38 318.0
2456242.83884 20.334 0.082 4.39 326.0
2456243.80720 20.182 0.076 4.20 402.0
2456244.74065 20.262 0.074 4.45 260.0
2456245.76450 20.285 0.083 4.20 342.0
2456248.78120 20.311 0.085 4.61 319.0
2456251.77181 20.190 0.070 4.36 307.0
2456254.78168 20.385 0.084 4.38 302.0
2456257.80951 20.104 0.117 6.44 444.0
2456262.73382 20.846 0.171 4.75 499.0
2456265.80539 20.570 0.119 5.11 333.0
2456270.82177 20.408 0.077 4.48 238.0
2456274.81338 20.166 0.080 4.77 307.0
2456278.76046 20.450 0.141 6.89 296.0
2456282.78331 20.286 0.097 5.57 301.0
2456286.71656 20.369 0.100 4.67 386.0
2456289.78588 20.084 0.095 3.83 805.0
2456294.80593 20.442 0.126 4.94 423.0
2456299.76433 20.568 0.140 4.77 454.0
2456306.70654 20.470 0.111 5.19 272.0
2456312.67886 20.440 0.115 5.01 401.0
2456317.68999 20.117 0.095 4.68 518.0
2456323.66324 20.424 0.089 4.64 292.0
2456329.62245 20.155 0.129 6.41 379.0
2456333.61283 20.357 0.123 6.45 276.0
2456340.62546 20.090 0.062 4.12 251.0
2456343.56926 20.736 0.155 4.89 355.0
2456347.59555 20.208 0.100 4.67 517.0
2456348.59256 20.121 0.110 5.79 482.0
2456350.63475 20.125 0.125 6.16 557.0
2456351.60295 20.287 0.111 5.11 487.0
2456352.61090 20.145 0.083 4.61 358.0
2456353.62275 20.147 0.087 4.70 403.0
2456354.58716 20.482 0.104 5.50 270.0
2456355.57536 20.577 0.104 4.47 305.0
2456356.61301 20.554 0.121 4.72 368.0
2456356.66086 20.449 0.103 4.72 348.0
2456357.63869 20.400 0.122 6.22 308.0
2456358.53617 20.001 0.091 6.28 350.0
2456363.53043 20.019 0.093 6.04 438.0
2456371.55484 20.672 0.156 4.90 516.0
2456378.53818 20.470 0.143 4.02 767.0
2456387.52832 20.729 0.153 5.41 380.0
2456396.53423 20.439 0.117 4.62 468.0
2456404.51943 20.358 0.143 4.77 549.0
2456414.46942 20.284 0.159 7.08 517.0
2456416.47971 20.237 0.121 5.99 416.0
2456416.49548 20.628 0.161 5.40 443.0
2456508.93500 20.308 0.182 7.42 560.0
2456520.88760 20.240 0.082 4.35 378.0
2456531.89870 20.196 0.089 5.25 366.0
2456547.86417 21.152 0.227 5.77 318.0
2456561.83222 20.300 0.102 5.64 301.0
2456571.83896 20.180 0.067 3.97 331.0
2456577.87950 20.364 0.079 4.24 325.0
2456583.78566 20.386 0.134 5.18 570.0
2456608.82589 20.313 0.082 4.62 340.0
2456612.76209 20.341 0.105 4.66 459.0
2456616.72393 20.271 0.098 4.57 462.0
2456622.77790 20.105 0.079 5.45 297.0
2456628.80484 20.189 0.082 5.02 302.0
2456638.73088 20.361 0.084 3.86 366.0
2456645.72881 20.325 0.105 4.36 518.0
2456649.73573 20.655 0.124 5.22 306.0
2456654.75585 20.132 0.068 5.01 236.0
2456658.76826 20.165 0.054 3.92 234.0
2456662.73434 20.121 0.084 5.38 328.0
2456667.79450 20.170 0.104 5.47 447.0
2456672.76921 20.317 0.147 5.90 622.0
2456680.76346 20.008 0.068 4.59 350.0
2456690.64610 20.169 0.074 5.34 241.0
2456697.70678 20.381 0.087 3.81 440.0
2456705.67002 20.529 0.167 5.79 550.0
2456712.63938 20.232 0.080 4.59 318.0
2456720.67883 20.260 0.104 5.51 362.0
2456736.60939 20.401 0.182 6.75 527.0
2456123.91316 20.486 0.115 5.55 327.0
2456137.91108 20.546 0.162 6.79 356.0
2456149.93468 20.143 0.150 6.45 718.0
2456165.91095 20.311 0.111 5.88 338.0
2456171.87675 20.029 0.079 4.42 569.0
2456174.90260 20.613 0.242 8.10 465.0
2456179.90273 20.219 0.131 6.20 508.0
2456180.85528 20.332 0.145 6.38 470.0
2456181.86950 20.161 0.072 4.78 291.0
2456182.87405 20.053 0.060 4.83 233.0
