2454665.83211  19.962   0.220
2454665.92607  20.256   0.278
2454666.91992  20.349   0.316
2454670.91433  19.964   0.162
2454671.82857  20.573   0.289
2454672.88832  20.160   0.292
2454675.90591  20.035   0.186
2454681.88566  20.499   0.182
2454683.88090  20.106   0.126
2454685.86698  20.355   0.222
2454688.81835  20.226   0.193
2454690.74389  20.496   0.222
2454691.74680  20.262   0.268
2454693.90187  20.147   0.260
2454696.87544  20.520   0.398
2454698.76359  20.112   0.154
2454699.75759  20.154   0.198
2454700.79510  20.162   0.157
2454701.80031  19.820   0.142
2454702.86044  19.909   0.183
2454703.75952  20.270   0.216
2454704.77836  20.184   0.142
2454705.78558  19.846   0.184
2454707.77826  20.163   0.122
2454708.84649  20.388   0.192
2454710.76250  19.787   0.132
2454716.76398  20.178   0.179
2454719.77187  19.950   0.225
2454721.76287  20.073   0.306
2454724.77481  20.184   0.207
2454726.67047  20.058   0.236
2454729.68150  20.033   0.219
2454731.77170  20.065   0.114
2454734.75402  19.798   0.105
2454739.66011  20.229   0.239
2454741.68137  20.229   0.127
2454741.73467  20.002   0.120
2454747.60124  19.946   0.180
2454749.60086  19.817   0.207
2454753.66996  19.949   0.220
2454755.66391  20.060   0.171
2454757.64841  20.128   0.178
2454759.66097  19.811   0.127
2454761.63125  20.271   0.128
2454763.64390  19.959   0.210
2454766.61212  20.098   0.238
2454769.65023  20.213   0.267
2454771.56126  20.096   0.285
2454773.68609  20.439   0.234
2454775.67295  20.366   0.316
2454777.60665  19.951   0.174
2454779.64224  19.813   0.160
2454783.57581  20.091   0.181
2454785.60692  20.090   0.229
2454787.56328  20.282   0.453
2454789.54231  20.361   0.254
2454790.62453  20.156   0.136
2454791.62280  20.132   0.132
2454793.52698  20.488   0.274
2454795.54401  20.278   0.172
2454797.53620  19.959   0.178
2454798.59948  20.019   0.208
2454800.64681  20.232   0.194
2454803.53809  20.181   0.207
2454804.58832  20.256   0.272
2454806.59733  19.964   0.187
2454808.55556  20.670   0.407
2454810.56599  20.201   0.197
2454813.60536  20.520   0.351
2454815.58155  20.095   0.271
2454817.59801  20.020   0.145
2454819.59764  19.817   0.124
2454821.63955  20.202   0.143
2454823.60034  20.454   0.306
2454825.62877  20.061   0.197
2454833.56113  20.173   0.168
2454835.58373  19.793   0.203
2454839.60526  19.949   0.223
2454842.57233  20.065   0.262
2454844.58286  20.197   0.200
2454847.63711  20.746   0.616
2454849.59694  20.210   0.215
2454853.59442  20.207   0.208
2454856.58836  20.421   0.264
2454865.56146  20.162   0.206
